Delivery_ID,Order_Date,Ship_Date,Ship_Mode,Destination_ID
3192,2017-05-01,2017-07-01,Second Class,14
3194,2017-02-07,2017-08-07,Standard Class,136
3195,2015-03-10,2015-03-10,Same Day,68
3198,2015-04-30,2015-02-05,First Class,344
3199,2018-03-11,2018-07-11,Standard Class,209
3200,2017-02-05,2017-07-05,Standard Class,56
3201,2017-05-09,2017-10-09,Standard Class,1460
3204,2017-04-19,2017-04-26,Standard Class,6
3205,2018-11-16,2018-11-21,Standard Class,3205
3206,2015-03-21,2015-03-25,Standard Class,1521
3211,2015-01-09,2015-05-09,Second Class,2565
3213,2016-09-24,2016-09-26,Second Class,98
3216,2016-06-25,2016-01-07,Standard Class,22
3217,2018-05-27,2018-05-31,Standard Class,12
3218,2015-09-01,2015-01-13,Standard Class,1452
3219,2018-01-27,2018-01-30,Second Class,2396
3221,2016-06-04,2016-10-04,Standard Class,40
3222,2017-10-30,2017-04-11,Standard Class,2773
3225,2017-04-01,2017-08-01,Standard Class,177
3229,2017-08-26,2017-02-09,Standard Class,50
3231,2015-05-08,2015-11-08,Standard Class,60
3232,2018-11-11,2018-11-18,Standard Class,187
3233,2018-06-13,2018-06-17,Standard Class,448
3236,2016-06-13,2016-06-19,Standard Class,1803
3238,2017-12-30,2018-02-01,First Class,50
3241,2015-03-26,2015-03-31,Second Class,2
3242,2018-06-24,2018-06-28,Standard Class,3134
3243,2018-09-04,2018-11-04,First Class,76
3244,2018-02-12,2018-07-12,Standard Class,29
3249,2018-12-27,2018-12-27,Same Day,316
3250,2017-09-25,2017-01-10,Standard Class,54
3251,2017-10-28,2017-01-11,Second Class,60
3252,2018-09-15,2018-09-20,Standard Class,12
3253,2018-08-12,2018-11-12,First Class,50
3254,2016-11-28,2016-03-12,Standard Class,961
3257,2018-11-05,2018-05-16,Second Class,55
3258,2017-07-24,2017-07-25,First Class,3
3260,2015-02-06,2015-06-06,Standard Class,308
3262,2015-06-30,2015-02-07,First Class,0
3263,2018-11-08,2018-08-13,First Class,3263
3266,2018-03-26,2018-03-28,First Class,98
3270,2015-05-08,2015-11-08,Standard Class,2
3271,2016-09-25,2016-09-29,Standard Class,461
3273,2017-07-07,2017-07-13,Standard Class,184
3274,2017-10-30,2017-03-11,Standard Class,76
3277,2016-11-09,2016-09-15,Standard Class,73
3281,2016-04-06,2016-04-06,Same Day,98
3282,2018-02-11,2018-06-11,Standard Class,3282
3283,2016-12-09,2016-09-18,Standard Class,1610
3284,2017-09-27,2017-09-29,Second Class,207
3287,2016-04-22,2016-04-26,Standard Class,5
3289,2018-12-28,2019-02-01,Standard Class,2625
3291,2015-04-28,2015-03-05,Standard Class,127
3292,2018-06-05,2018-11-05,Standard Class,116
3294,2015-11-24,2015-11-26,First Class,1381
3297,2018-09-12,2018-12-15,Standard Class,177
3298,2017-12-13,2017-12-19,Standard Class,2381
3302,2016-01-24,2016-01-28,Standard Class,3302
3304,2015-07-22,2015-07-28,Standard Class,5
3306,2016-04-07,2016-08-07,Standard Class,6
3307,2018-03-10,2018-07-10,Second Class,458
3308,2017-04-21,2017-04-21,Same Day,96
3309,2017-09-17,2017-09-22,Standard Class,178
3310,2015-08-19,2015-08-24,Standard Class,68
3311,2016-09-25,2016-09-29,Standard Class,484
3312,2018-10-21,2018-10-26,Standard Class,497
3317,2017-10-11,2017-11-15,Standard Class,381
3318,2016-02-14,2016-02-19,Standard Class,919
3321,2015-07-14,2015-07-17,Second Class,60
3322,2018-03-17,2018-03-21,Second Class,768
3323,2017-01-30,2017-03-02,Standard Class,2
3326,2017-03-09,2017-06-09,First Class,1692
3328,2016-09-13,2016-09-17,Standard Class,371
3330,2015-01-04,2015-06-04,Second Class,953
3333,2018-11-12,2018-12-15,Standard Class,60
3336,2016-12-13,2016-12-15,First Class,3336
3338,2017-05-09,2017-06-09,First Class,24
3341,2015-09-21,2015-09-24,First Class,50
3342,2018-11-17,2018-11-21,Second Class,3342
3345,2017-05-17,2017-05-21,Standard Class,1487
3350,2018-08-13,2018-08-20,Standard Class,112
3351,2016-11-29,2016-11-30,First Class,1811
3353,2016-03-19,2016-03-23,Standard Class,3353
3355,2017-08-22,2017-08-27,Standard Class,663
3356,2016-09-26,2016-03-10,Standard Class,507
3357,2018-10-11,2018-12-11,Second Class,98
3358,2018-09-12,2018-12-15,Standard Class,3358
3361,2015-10-16,2015-10-17,Same Day,28
3363,2017-08-13,2017-08-17,Second Class,371
3364,2018-08-24,2018-08-29,Standard Class,55
3365,2017-12-29,2018-02-01,Standard Class,22
3366,2017-02-06,2017-06-06,Standard Class,46
3368,2016-09-20,2016-09-24,Standard Class,548
3369,2016-11-27,2016-01-12,Standard Class,1246
3370,2018-07-01,2018-01-13,Standard Class,3370
3371,2018-07-28,2018-01-08,Standard Class,28
3373,2018-05-12,2018-09-12,Standard Class,1552
3374,2017-12-29,2018-03-01,Standard Class,518
3375,2017-11-26,2017-11-29,First Class,234
3376,2015-04-07,2015-09-07,Standard Class,576
3378,2018-06-21,2018-06-25,Standard Class,1883
3379,2015-01-04,2015-06-04,Standard Class,208
3380,2018-06-11,2018-12-11,Standard Class,56
3381,2017-01-07,2017-02-07,First Class,46
3383,2017-02-21,2017-02-26,Second Class,166
3385,2017-10-04,2017-04-16,Standard Class,122
3387,2015-06-29,2015-03-07,Standard Class,55
3391,2017-07-29,2017-07-31,First Class,3391
3392,2015-11-30,2015-04-12,Standard Class,209
3394,2017-12-15,2017-12-17,Second Class,1158
3395,2018-12-24,2018-12-28,Standard Class,3395
3396,2018-03-11,2018-08-11,Standard Class,177
3398,2018-11-24,2018-01-12,Standard Class,274
3400,2018-09-12,2018-12-13,Standard Class,199
3401,2018-06-02,2018-12-02,Standard Class,55
3403,2016-03-22,2016-03-26,Standard Class,40
3404,2017-11-13,2017-11-17,Standard Class,91
3405,2017-01-24,2017-01-26,Second Class,1497
3407,2018-04-23,2018-04-26,First Class,68
3409,2016-10-22,2016-10-26,Standard Class,1020
3410,2017-07-21,2017-07-23,Second Class,202
3411,2016-11-30,2016-03-12,Second Class,515
3412,2015-09-23,2015-09-28,Standard Class,471
3413,2018-03-02,2018-08-02,Standard Class,107
3414,2017-05-15,2017-05-19,Second Class,162
3415,2017-04-12,2017-08-12,Standard Class,1610
3416,2017-12-09,2017-09-16,Standard Class,12
3418,2018-10-21,2018-10-27,Standard Class,204
3420,2018-09-30,2018-06-10,Standard Class,620
3424,2018-10-14,2018-10-18,Standard Class,116
3425,2016-07-03,2016-10-03,First Class,154
3426,2016-01-05,2016-06-05,Standard Class,54
3428,2018-08-06,2018-06-13,Standard Class,1082
3429,2015-10-25,2015-10-29,Standard Class,20
3431,2015-10-12,2015-12-15,Standard Class,60
3432,2017-02-05,2017-02-05,Same Day,55
3437,2018-12-17,2018-12-20,First Class,22
3443,2015-02-23,2015-02-27,Standard Class,284
3445,2016-02-10,2016-05-10,Second Class,366
3447,2018-06-07,2018-07-13,Standard Class,20
3448,2016-11-26,2016-11-30,Standard Class,3448
3449,2015-01-28,2015-03-02,Standard Class,55
3451,2017-04-08,2017-06-08,Second Class,401
3452,2017-09-30,2017-03-10,First Class,2850
3453,2017-11-20,2017-11-25,Standard Class,229
3456,2017-05-21,2017-05-26,Standard Class,123
3458,2015-10-14,2015-10-20,Standard Class,0
3459,2018-11-19,2018-11-22,First Class,6
3462,2018-07-08,2018-08-13,Standard Class,1
3464,2016-10-19,2016-10-24,Second Class,21
3466,2017-11-20,2017-11-22,First Class,1381
3467,2018-02-01,2018-04-01,First Class,371
3468,2018-05-11,2018-07-11,First Class,116
3469,2018-03-31,2018-02-04,Second Class,207
3472,2018-12-26,2018-12-30,Standard Class,68
3473,2017-04-11,2017-08-11,Standard Class,49
3475,2017-03-09,2017-05-09,First Class,177
3478,2017-11-25,2017-02-12,Standard Class,746
3479,2016-09-20,2016-09-24,Standard Class,748
3481,2018-12-01,2018-01-16,Standard Class,57
3482,2016-06-22,2016-06-27,Standard Class,1002
3483,2017-12-17,2017-12-21,Standard Class,441
3485,2018-09-21,2018-09-26,Standard Class,570
3486,2015-01-07,2015-05-07,Standard Class,497
3488,2015-11-14,2015-11-18,Standard Class,827
3489,2018-06-17,2018-06-20,First Class,1082
3490,2018-01-21,2018-01-27,Standard Class,737
3491,2018-11-24,2018-11-30,Standard Class,230
3495,2015-03-11,2015-05-11,Second Class,2514
3497,2015-12-16,2015-12-21,Standard Class,14
3498,2017-06-06,2017-07-06,First Class,1201
3500,2018-12-17,2018-12-21,Standard Class,2
3504,2016-05-28,2016-02-06,Standard Class,1002
3511,2018-06-29,2018-06-07,Standard Class,49
3512,2015-07-11,2015-09-11,First Class,40
3513,2018-04-16,2018-04-22,Standard Class,163
3516,2015-10-20,2015-10-22,Second Class,0
3517,2018-11-08,2018-08-13,Second Class,463
3520,2017-11-26,2017-11-29,First Class,792
3521,2015-05-17,2015-05-21,Standard Class,147
3523,2015-03-11,2015-07-11,Standard Class,60
3524,2016-05-12,2016-06-12,First Class,2463
3525,2018-04-25,2018-02-05,Standard Class,166
3526,2017-08-19,2017-08-20,First Class,60
3527,2015-02-02,2015-09-02,Standard Class,1106
3530,2017-09-19,2017-09-23,Second Class,2514
3532,2018-07-10,2018-11-10,Standard Class,18
3533,2018-06-16,2018-06-21,Standard Class,0
3535,2018-07-11,2018-07-11,Same Day,167
3536,2015-12-19,2015-12-25,Standard Class,14
3538,2018-04-17,2018-04-23,Standard Class,200
3539,2018-09-22,2018-09-27,Standard Class,3539
3540,2017-06-05,2017-10-05,Standard Class,158
3541,2016-10-04,2016-04-15,Standard Class,401
3542,2017-06-26,2017-06-26,Same Day,3542
3543,2016-05-11,2016-08-11,First Class,1477
3547,2018-08-06,2018-06-13,Standard Class,581
3548,2017-11-24,2017-11-26,First Class,6
3552,2015-08-09,2015-09-13,Standard Class,54
3553,2015-08-17,2015-08-21,Standard Class,1201
3556,2018-12-03,2018-03-17,Standard Class,3556
3558,2016-01-10,2016-04-10,Second Class,1062
3561,2017-09-04,2017-04-14,Second Class,187
3564,2018-07-23,2018-07-28,Standard Class,60
3565,2017-05-30,2017-05-31,First Class,2108
3567,2018-12-22,2018-12-24,First Class,1301
3568,2016-07-09,2016-09-14,Standard Class,202
3570,2017-07-23,2017-07-27,Standard Class,461
3573,2017-12-17,2017-12-23,Standard Class,2571
3575,2016-09-18,2016-09-23,Standard Class,260
3576,2017-03-17,2017-03-17,Same Day,154
3577,2018-11-05,2018-12-05,Same Day,12
3578,2018-10-23,2018-10-28,Standard Class,515
3579,2016-04-09,2016-09-09,Standard Class,3579
3580,2016-05-09,2016-11-09,Standard Class,18
3581,2015-04-11,2015-10-11,Standard Class,76
3583,2016-09-05,2016-05-13,Standard Class,344
3585,2016-12-31,2017-03-01,Second Class,48
3589,2017-11-27,2017-11-30,First Class,3282
3590,2015-07-20,2015-07-20,Same Day,173
3592,2015-12-21,2015-12-28,Standard Class,725
3593,2017-04-10,2017-08-10,Standard Class,8
3594,2016-10-23,2016-10-28,Standard Class,1298
3598,2017-06-09,2017-11-09,Standard Class,3598
3600,2016-07-12,2016-09-12,First Class,55
3601,2018-03-21,2018-03-23,Second Class,22
3602,2015-11-26,2015-11-26,Same Day,1362
3604,2015-02-15,2015-02-19,Standard Class,98
3606,2017-09-09,2017-11-09,First Class,55
3611,2018-04-20,2018-04-24,Standard Class,16
3612,2017-03-13,2017-03-18,Standard Class,2381
3613,2015-08-09,2015-09-13,Second Class,1471
3615,2017-03-03,2017-08-03,Standard Class,154
3616,2018-05-03,2018-05-03,Same Day,570
3618,2018-06-26,2018-06-30,Standard Class,60
3619,2018-07-30,2018-02-08,First Class,1477
3622,2018-01-29,2018-02-02,Standard Class,0
3625,2018-10-14,2018-10-19,Standard Class,27
3626,2016-11-29,2016-11-30,Same Day,2
3630,2016-02-10,2016-06-10,Standard Class,1081
3631,2018-10-12,2018-12-17,Standard Class,112
3632,2016-12-24,2016-12-29,Standard Class,166
3634,2018-05-10,2018-10-10,Standard Class,28
3636,2015-03-31,2015-04-04,Standard Class,29
3637,2015-09-08,2015-08-13,Standard Class,199
3642,2018-06-20,2018-06-26,Standard Class,377
3643,2018-08-18,2018-08-22,Standard Class,21
3644,2015-07-14,2015-07-20,Standard Class,309
3645,2016-11-12,2016-12-15,Standard Class,14
3646,2018-01-15,2018-01-18,First Class,515
3647,2015-02-11,2015-06-11,Standard Class,205
3652,2015-11-18,2015-11-25,Standard Class,116
3653,2016-05-12,2016-09-12,Second Class,50
3654,2016-06-19,2016-06-23,Standard Class,123
3655,2017-02-12,2017-06-12,Standard Class,3655
3656,2018-11-18,2018-11-21,First Class,98
3657,2015-06-21,2015-06-21,Same Day,2491
3659,2016-05-11,2016-11-11,Standard Class,60
3663,2016-09-25,2016-02-10,Standard Class,110
3664,2018-09-12,2018-12-15,Standard Class,202
3666,2018-07-12,2018-12-13,Standard Class,0
3669,2015-08-12,2015-12-13,Standard Class,1905
3670,2018-09-19,2018-09-19,Same Day,20
3671,2017-02-09,2017-07-09,Second Class,56
3672,2017-04-25,2017-04-29,Second Class,202
3674,2017-03-19,2017-03-24,Standard Class,748
3676,2018-03-28,2018-02-04,Standard Class,14
3677,2018-12-10,2018-10-14,First Class,28
3678,2017-10-28,2017-02-11,Standard Class,567
3679,2017-10-11,2017-11-14,Standard Class,76
3684,2015-06-02,2015-10-02,Second Class,3684
3685,2015-12-14,2015-12-19,Standard Class,158
3687,2016-10-19,2016-10-24,Standard Class,187
3688,2015-05-19,2015-05-23,Standard Class,827
3689,2016-04-09,2016-08-09,Standard Class,50
3690,2017-09-24,2017-09-30,Standard Class,1780
3692,2016-08-27,2016-08-31,Standard Class,22
3694,2015-07-09,2015-09-14,Standard Class,3694
3695,2017-08-12,2017-12-12,Standard Class,68
3697,2017-12-23,2017-12-28,Standard Class,3205
3699,2017-07-11,2017-09-11,First Class,178
3700,2015-04-05,2015-08-05,Standard Class,737
3702,2018-01-04,2018-05-04,Standard Class,28
3705,2016-12-10,2016-10-17,Second Class,1886
3707,2016-03-20,2016-03-26,Standard Class,1218
3708,2017-07-07,2017-07-13,Standard Class,20
3709,2016-09-20,2016-09-22,First Class,773
3710,2018-04-11,2018-04-11,Same Day,3710
3711,2015-09-29,2015-04-10,Standard Class,46
3712,2018-03-10,2018-06-10,First Class,471
3716,2017-12-18,2017-12-24,Standard Class,1597
3717,2016-07-11,2016-11-11,Standard Class,234
3720,2015-02-09,2015-07-09,Standard Class,1246
3721,2018-08-21,2018-08-28,Standard Class,6
3725,2015-10-21,2015-10-26,Standard Class,295
3727,2018-09-19,2018-09-25,Standard Class,199
3728,2018-11-11,2018-11-13,First Class,1107
3729,2018-12-19,2018-12-24,Second Class,28
3734,2017-08-26,2017-08-31,Standard Class,55
3736,2016-07-25,2016-07-29,Standard Class,177
3737,2018-03-12,2018-09-12,Standard Class,60
3738,2018-11-26,2018-11-29,First Class,461
3739,2017-06-28,2017-06-28,Same Day,166
3740,2017-12-25,2017-12-28,Second Class,6
3741,2018-12-20,2018-12-26,Standard Class,60
3744,2017-11-22,2017-11-27,Standard Class,60
3746,2016-02-11,2016-07-11,Standard Class,329
3752,2018-03-30,2018-03-04,Standard Class,272
3755,2018-11-06,2018-06-17,Standard Class,3755
3764,2017-07-11,2017-12-11,Standard Class,2
3765,2018-04-16,2018-04-20,Standard Class,68
3767,2016-04-12,2016-08-12,Standard Class,664
3771,2015-06-22,2015-06-22,Same Day,199
3775,2017-12-24,2017-12-28,Second Class,960
3776,2018-04-30,2018-05-05,Standard Class,3776
3777,2015-08-23,2015-08-27,Second Class,166
3780,2016-09-07,2016-07-13,Standard Class,108
3781,2016-11-07,2016-07-13,Second Class,46
3782,2018-11-24,2018-11-26,Second Class,3782
3783,2017-05-09,2017-07-09,Second Class,2280
3787,2016-05-21,2016-05-28,Standard Class,177
3792,2015-03-14,2015-03-19,Standard Class,3792
3793,2017-08-18,2017-08-20,First Class,3793
3798,2017-10-15,2017-10-21,Standard Class,3798
3800,2018-12-16,2018-12-23,Standard Class,1002
3801,2016-09-17,2016-09-20,First Class,98
3804,2018-04-24,2018-04-30,Standard Class,158
3805,2018-09-09,2018-10-09,First Class,1301
3806,2017-01-16,2017-01-20,Second Class,26
3807,2018-07-07,2018-09-07,Second Class,129
3811,2015-11-16,2015-11-21,Standard Class,1581
3814,2017-06-12,2017-12-12,Standard Class,98
3817,2016-05-21,2016-05-25,Standard Class,98
3825,2018-11-23,2018-11-26,Second Class,20
3826,2017-11-09,2017-09-17,Standard Class,1301
3828,2017-10-07,2017-11-07,Same Day,2922
3829,2017-11-09,2017-09-17,Standard Class,23
3831,2015-12-27,2015-12-30,First Class,39
3834,2015-05-07,2015-11-07,Standard Class,49
3835,2016-09-06,2016-06-15,Standard Class,319
3836,2018-12-24,2018-12-25,First Class,26
3837,2018-07-21,2018-07-26,Standard Class,186
3838,2018-08-12,2018-12-14,Standard Class,54
3840,2018-11-21,2018-11-25,Standard Class,3840
3841,2018-02-12,2018-02-12,Same Day,375
3842,2015-09-13,2015-09-17,Standard Class,960
3844,2018-12-24,2018-12-30,Standard Class,1424
3849,2015-08-19,2015-08-21,Second Class,68
3854,2018-12-25,2018-12-29,Standard Class,5
3857,2018-06-17,2018-06-20,First Class,2
3860,2017-06-12,2017-12-12,Standard Class,490
3862,2015-11-18,2015-11-23,Second Class,1278
3863,2018-01-23,2018-01-28,Standard Class,12
3864,2016-02-10,2016-06-10,Standard Class,1229
3865,2016-02-10,2016-03-10,First Class,5
3867,2018-04-09,2018-08-09,Standard Class,293
3868,2017-08-03,2017-12-03,Standard Class,57
3870,2018-02-28,2018-06-03,Standard Class,1081
3872,2015-02-08,2015-08-08,Standard Class,43
3876,2018-11-02,2018-02-14,Second Class,28
3878,2015-07-19,2015-07-24,Standard Class,3878
3880,2016-01-12,2016-08-12,Standard Class,12
3882,2016-07-13,2016-07-15,First Class,163
3883,2015-11-22,2015-11-25,First Class,458
3886,2018-10-20,2018-10-22,Second Class,3886
3888,2018-02-07,2018-05-07,First Class,18
3889,2018-05-19,2018-05-23,Standard Class,2602
3890,2017-11-28,2017-02-12,Standard Class,233
3893,2016-01-06,2016-05-06,Standard Class,329
3896,2018-07-21,2018-07-24,Second Class,309
3897,2016-09-11,2016-09-11,Same Day,2323
3902,2016-01-09,2016-04-09,Second Class,22
3903,2018-12-28,2019-04-01,Standard Class,55
3905,2016-08-11,2016-11-13,Standard Class,76
3913,2015-08-25,2015-08-30,Standard Class,68
3915,2017-08-09,2017-10-09,Second Class,768
3920,2017-06-13,2017-06-16,Second Class,55
3921,2018-05-08,2018-09-08,Standard Class,2265
3922,2015-08-15,2015-08-18,First Class,233
3924,2017-04-08,2017-05-08,First Class,4
3925,2018-12-21,2018-12-26,Second Class,249
3926,2016-02-08,2016-06-08,Standard Class,98
3927,2018-01-14,2018-01-18,Standard Class,2280
3931,2018-09-07,2018-07-15,Standard Class,153
3933,2018-08-29,2018-01-09,First Class,2850
3935,2016-09-14,2016-09-18,Standard Class,76
3936,2016-09-28,2016-04-10,Standard Class,85
3937,2018-09-18,2018-09-22,Standard Class,3937
3938,2018-01-01,2018-02-01,First Class,93
3939,2017-12-19,2017-12-24,Standard Class,116
3942,2018-11-12,2018-12-14,Second Class,3942
3943,2018-09-04,2018-11-04,First Class,14
3945,2017-09-17,2017-09-22,Standard Class,6
3946,2015-09-23,2015-09-28,Second Class,6
3948,2018-03-13,2018-03-17,Standard Class,27
3949,2017-02-21,2017-02-25,Standard Class,567
3952,2015-11-05,2015-05-15,Standard Class,158
3955,2017-09-26,2017-01-10,Standard Class,163
3956,2016-06-11,2016-09-11,First Class,65
3957,2018-04-21,2018-04-27,Standard Class,40
3958,2018-03-06,2018-07-06,Standard Class,178
3959,2016-06-02,2016-02-13,Standard Class,56
3960,2015-11-23,2015-11-27,Standard Class,187
3961,2016-04-25,2016-04-28,Second Class,22
3962,2018-03-02,2018-08-02,Standard Class,1381
3965,2015-03-31,2015-04-04,Standard Class,158
3966,2016-04-13,2016-04-20,Standard Class,3966
3968,2018-04-30,2018-04-05,Standard Class,166
3971,2018-10-30,2018-06-11,Standard Class,46
3976,2018-12-10,2018-10-18,Standard Class,2660
3979,2016-05-17,2016-05-21,Standard Class,163
3980,2017-05-11,2017-08-11,First Class,54
3981,2018-05-19,2018-05-24,Standard Class,23
3982,2017-06-14,2017-06-17,First Class,3982
3983,2018-05-13,2018-05-18,Second Class,154
3984,2015-12-26,2015-12-31,Standard Class,158
3985,2018-12-30,2019-03-01,Standard Class,1041
3987,2018-04-25,2018-04-29,Second Class,26
3989,2018-03-23,2018-03-26,First Class,98
3991,2018-11-17,2018-11-24,Standard Class,12
3993,2015-07-18,2015-07-23,Standard Class,377
3994,2018-12-05,2018-05-15,Second Class,40
3995,2017-11-20,2017-11-24,Standard Class,154
3996,2016-09-06,2016-06-16,Standard Class,1868
3997,2017-09-12,2017-12-12,First Class,1455
3999,2015-08-25,2015-08-29,Standard Class,56
4000,2018-08-19,2018-08-23,Standard Class,3798
4001,2016-11-15,2016-11-20,Standard Class,1301
4002,2017-01-09,2017-03-09,First Class,60
4005,2015-12-30,2016-01-01,Second Class,1452
4009,2017-12-16,2017-12-20,Second Class,158
4010,2016-07-08,2016-12-08,Standard Class,122
4011,2017-12-30,2017-12-30,Same Day,166
4015,2017-01-07,2017-01-07,Same Day,249
4019,2017-03-26,2017-03-28,Second Class,1417
4020,2017-10-28,2017-10-29,First Class,54
4023,2017-01-15,2017-01-21,Standard Class,76
4024,2018-03-09,2018-08-09,Standard Class,4024
4025,2018-05-20,2018-05-20,Same Day,1240
4030,2017-08-13,2017-08-16,First Class,448
4031,2017-09-19,2017-09-23,Standard Class,2
4032,2018-04-30,2018-06-05,Standard Class,177
4033,2017-07-30,2017-04-08,Standard Class,56
4034,2018-04-06,2018-04-06,Same Day,15
4036,2015-10-25,2015-10-28,First Class,54
4040,2018-02-03,2018-06-03,Standard Class,1158
4042,2015-12-14,2015-12-16,First Class,116
4045,2017-11-14,2017-11-18,Standard Class,40
4046,2017-05-15,2017-05-21,Standard Class,6
4047,2018-08-19,2018-08-23,Standard Class,0
4048,2018-03-11,2018-07-11,Standard Class,12
4050,2016-08-17,2016-08-21,Standard Class,3395
4052,2018-07-23,2018-07-30,Standard Class,76
4057,2017-04-14,2017-04-17,First Class,127
4059,2018-03-09,2018-08-09,Second Class,0
4060,2018-02-12,2018-06-12,Standard Class,567
4061,2015-12-09,2015-09-17,Standard Class,1278
4062,2017-02-10,2017-03-10,First Class,199
4065,2017-07-29,2017-03-08,Standard Class,960
4066,2015-10-10,2015-10-10,Same Day,68
4069,2016-12-14,2016-12-19,Standard Class,1
4071,2016-03-02,2016-05-02,Second Class,2430
4072,2018-06-22,2018-06-29,Standard Class,0
4073,2015-08-30,2015-04-09,Standard Class,2022
4074,2015-10-13,2015-10-15,First Class,576
4075,2016-12-12,2016-12-15,First Class,1
4076,2016-09-20,2016-09-26,Standard Class,129
4077,2017-11-18,2017-11-18,Same Day,179
4079,2017-03-20,2017-03-24,Standard Class,1905
4080,2018-09-22,2018-09-26,Second Class,202
4082,2018-11-12,2018-12-15,Standard Class,6
4083,2015-07-20,2015-07-22,First Class,2
4086,2017-05-29,2017-01-06,Second Class,635
4088,2018-04-06,2018-08-06,Standard Class,4088
4089,2015-06-06,2015-12-06,Standard Class,14
4090,2017-10-10,2017-10-14,Standard Class,464
4092,2017-10-11,2017-11-14,Standard Class,60
4095,2015-11-22,2015-11-28,Standard Class,2145
4096,2018-05-18,2018-05-23,Standard Class,243
4098,2017-06-10,2017-07-10,First Class,2491
4099,2017-08-29,2017-02-09,Standard Class,158
4101,2018-02-25,2018-02-03,Standard Class,116
4102,2016-09-15,2016-09-20,Standard Class,177
4105,2017-05-31,2017-06-06,Standard Class,76
4108,2015-10-24,2015-10-29,Standard Class,2203
4109,2016-11-24,2016-11-29,Standard Class,178
4110,2016-08-03,2016-12-03,Standard Class,116
4111,2016-04-07,2016-08-07,Second Class,295
4115,2015-03-22,2015-03-26,Standard Class,464
4116,2018-01-08,2018-04-08,Second Class,35
4119,2016-09-25,2016-09-29,Standard Class,1048
4120,2018-08-17,2018-08-23,Standard Class,344
4125,2017-09-27,2017-02-10,Standard Class,746
4126,2015-10-13,2015-10-17,Standard Class,2180
4128,2016-06-01,2016-12-01,Standard Class,100
4129,2017-04-23,2017-04-27,Standard Class,4129
4131,2016-05-11,2016-05-11,Same Day,98
4132,2018-09-21,2018-09-27,Standard Class,234
4133,2015-06-06,2015-12-06,Standard Class,116
4135,2018-09-15,2018-09-17,Second Class,3798
4137,2015-08-24,2015-08-24,Same Day,4137
4139,2018-03-31,2018-05-04,Second Class,116
4143,2016-06-09,2016-12-09,Standard Class,576
4144,2016-06-12,2016-12-12,Standard Class,515
4146,2017-10-21,2017-10-26,Standard Class,154
4148,2018-12-28,2018-12-31,Second Class,4148
4149,2018-11-17,2018-11-21,Standard Class,964
4150,2016-10-15,2016-10-22,Standard Class,57
4151,2017-03-11,2017-05-11,First Class,153
4154,2016-06-13,2016-06-19,Standard Class,4154
4155,2018-05-25,2018-05-29,Standard Class,42
4156,2015-12-22,2015-12-29,Standard Class,116
4158,2018-08-16,2018-08-16,Same Day,725
4162,2015-03-02,2015-06-02,Second Class,98
4165,2018-09-24,2018-09-27,First Class,42
4166,2018-04-08,2018-08-08,Standard Class,1218
4170,2017-11-22,2017-11-26,Standard Class,441
4173,2016-06-12,2016-07-12,First Class,62
4179,2018-02-10,2018-08-10,Standard Class,178
4181,2015-12-08,2015-08-16,Standard Class,135
4183,2016-11-20,2016-11-21,First Class,295
4184,2015-06-30,2015-05-07,Standard Class,55
4185,2016-11-23,2016-11-27,Standard Class,329
4186,2018-08-20,2018-08-22,Second Class,159
4187,2015-04-10,2015-08-10,Standard Class,953
4188,2018-09-04,2018-12-04,Second Class,441
4190,2018-04-05,2018-10-05,Standard Class,50
4191,2016-02-14,2016-02-21,Standard Class,1002
4192,2018-07-31,2018-04-08,Standard Class,7
4193,2016-05-29,2016-03-06,Standard Class,98
4195,2015-09-16,2015-09-19,First Class,55
4196,2018-04-09,2018-05-09,First Class,1200
4197,2018-11-14,2018-11-17,Second Class,4197
4198,2016-10-31,2016-04-11,Second Class,35
4200,2015-01-09,2015-04-09,First Class,18
4201,2018-11-11,2018-11-17,Standard Class,204
4202,2016-12-05,2016-05-18,Standard Class,46
4203,2018-11-16,2018-11-20,Second Class,4203
4206,2017-11-26,2017-02-12,Standard Class,98
4209,2015-12-17,2015-12-24,Standard Class,68
4210,2015-11-07,2015-07-15,Standard Class,76
4211,2015-04-21,2015-04-25,Standard Class,5
4212,2018-09-22,2018-09-26,Standard Class,204
4214,2017-11-28,2017-03-12,Standard Class,1120
4215,2017-11-15,2017-11-17,Second Class,26
4217,2018-07-11,2018-12-11,Standard Class,2
4218,2017-09-29,2017-03-10,Standard Class,54
4223,2017-06-03,2017-10-03,Standard Class,20
4230,2018-05-14,2018-05-18,Standard Class,186
4231,2018-10-26,2018-10-30,Standard Class,272
4232,2017-11-08,2017-08-16,Standard Class,456
4234,2018-04-13,2018-04-15,First Class,98
4235,2018-11-03,2018-03-17,Standard Class,187
4236,2016-03-14,2016-03-18,Standard Class,855
4238,2015-01-20,2015-01-26,Standard Class,566
4241,2016-12-19,2016-12-21,Second Class,829
4243,2018-06-22,2018-06-28,Standard Class,50
4244,2018-03-17,2018-03-21,Standard Class,163
4245,2016-06-09,2016-08-09,Second Class,2362
4248,2016-11-12,2016-12-15,Standard Class,62
4250,2018-11-13,2018-11-15,First Class,173
4251,2016-10-07,2016-10-07,Same Day,608
4253,2016-11-19,2016-11-24,Standard Class,6
4254,2016-01-10,2016-05-10,Standard Class,2850
